,model_key,alpha,temperature,seed,iter,loss_train,loss_val,Expert Utilization,Load Imbalance Ratio,Routing Concentration,Expert Load Variation,Routing Probability CV
0,alpha_1.5_temp_0.5,1.5,0.5,43,0,4.3461347,4.346744,1.0,1.2748430843962482,0.6401938089330992,0.16899062325805425,0.35690430827935543
1,alpha_1.5_temp_0.5,1.5,0.5,43,100,2.4385824,2.4595509,1.0,1.698862143931694,0.8905156142314273,0.42244065890709565,0.5799475625356038
2,alpha_1.5_temp_0.5,1.5,0.5,43,200,2.2115586,2.2467227,1.0,1.7224431374402978,0.8780034556388855,0.4237606870780389,0.555983257283767
3,alpha_1.5_temp_0.5,1.5,0.5,43,300,1.9733747,2.0628974,1.0,1.6707835867381835,0.8800849690039952,0.4163377110610405,0.5482958251138528
4,alpha_1.5_temp_0.5,1.5,0.5,43,400,1.7635282,1.9122549,1.0,1.7218197749861648,0.8808330782850584,0.4216696709245444,0.540551403482755
5,alpha_1.5_temp_0.5,1.5,0.5,43,500,1.632097,1.8105009,1.0,1.6955615241183064,0.8758830290238061,0.4174005310734113,0.5358848474025726
6,alpha_1.5_temp_0.5,1.5,0.5,43,600,1.5444202,1.7318074,1.0,1.7367017798845994,0.8746061999102434,0.42751026404152315,0.5351357478797435
7,alpha_1.5_temp_0.5,1.5,0.5,43,700,1.4820184,1.672522,1.0,1.7366719148917547,0.8719222210943699,0.4257499810308218,0.5351102610429128
8,alpha_1.5_temp_0.5,1.5,0.5,43,800,1.4344012,1.6400398,1.0,1.76918701187778,0.8692216179370881,0.43274403690050045,0.5350958312650521
9,alpha_1.5_temp_0.5,1.5,0.5,43,900,1.3957934,1.6029414,1.0,1.7608719380389566,0.8678064840535322,0.4307082158029079,0.532878253608942
10,alpha_1.5_temp_0.5,1.5,0.5,43,1000,1.3610275,1.5809405,1.0,1.7624973634660421,0.8636524668534596,0.43623113010327025,0.5318662383556365
11,alpha_1.5_temp_0.5,1.5,0.5,43,1100,1.3347173,1.5580503,1.0,1.739729208199192,0.8608028036057949,0.43302176939944426,0.521781334688266
12,alpha_1.5_temp_0.5,1.5,0.5,43,1200,1.3127397,1.5541753,1.0,1.7563838646072556,0.8612472088038922,0.4340846955652038,0.5298816851973533
13,alpha_1.5_temp_0.5,1.5,0.5,43,1300,1.2908876,1.5343113,1.0,1.7706904407098039,0.859854824791352,0.43651706817746166,0.5262263437310853
14,alpha_1.5_temp_0.5,1.5,0.5,43,1400,1.2744063,1.5212363,1.0,1.7557174353435991,0.857912280480067,0.42862440218031406,0.5210118377208709
15,alpha_1.5_temp_0.5,1.5,0.5,43,1500,1.252033,1.5161015,1.0,1.7878140779940486,0.8567672389050326,0.4419993893007437,0.524552988042434
16,alpha_1.5_temp_0.5,1.5,0.5,43,1600,1.2417852,1.5157336,1.0,1.748798560312738,0.8577302147547404,0.4293217075318097,0.5185005926191807
17,alpha_1.5_temp_0.5,1.5,0.5,43,1700,1.2259221,1.506489,1.0,1.7809844098192862,0.8556145009299119,0.4360996692180634,0.52426937798659
18,alpha_1.5_temp_0.5,1.5,0.5,43,1800,1.2111312,1.499253,1.0,1.779002384172751,0.8538258789976437,0.4367480103795727,0.5172441457509994
19,alpha_1.5_temp_0.5,1.5,0.5,43,1900,1.1984644,1.4975715,1.0,1.7505717290223357,0.8538314900696277,0.4319705156857769,0.5184269368251164
20,alpha_1.5_temp_0.5,1.5,0.5,43,2000,1.1868535,1.5067712,1.0,1.7594210145951674,0.8529329425593216,0.4301233377928535,0.5175645727614562
21,alpha_1.5_temp_0.5,1.5,0.5,43,2100,1.1739786,1.4982729,1.0,1.7627650753636894,0.8529032232065995,0.4333500555778543,0.515844211836656
22,alpha_1.5_temp_0.5,1.5,0.5,43,2200,1.1620585,1.4995898,1.0,1.7575209864890702,0.8532103952467441,0.4299443030382197,0.5083697428504625
23,alpha_1.5_temp_0.5,1.5,0.5,43,2300,1.1508328,1.4934216,1.0,1.7570312760947102,0.8530148675938447,0.43279421795656287,0.5108959885239601
24,alpha_1.5_temp_0.5,1.5,0.5,43,2400,1.137562,1.4973491,1.0,1.7353896663339061,0.8521434934933979,0.4244767747521401,0.5095227276384829
25,alpha_1.5_temp_0.5,1.5,0.5,43,2500,1.1307434,1.4951943,1.0,1.7557034589402871,0.8515759093364079,0.4326771565725407,0.508960721651713
26,alpha_1.5_temp_0.5,1.5,0.5,43,2600,1.1193197,1.5014765,1.0,1.7522884398445304,0.8514215031862258,0.4308559926028052,0.5038530454834301
27,alpha_1.5_temp_0.5,1.5,0.5,43,2700,1.1072234,1.5045755,1.0,1.7471163015767288,0.8502670728365579,0.42812641877929364,0.5046142830053966
28,alpha_1.5_temp_0.5,1.5,0.5,43,2800,1.0964308,1.502248,1.0,1.7513265549303882,0.8517415443559488,0.43295230162640413,0.5128845908840497
29,alpha_1.5_temp_0.5,1.5,0.5,43,2900,1.0893694,1.5042422,1.0,1.7433116482721094,0.8517583680450916,0.431273809115092,0.5023553025027115
30,alpha_1.5_temp_0.5,1.5,0.5,43,3000,1.0764041,1.5056704,1.0,1.7543010086155821,0.8510935719708602,0.4340052563870947,0.5033171406686305
31,alpha_1.5_temp_0.5,1.5,0.5,43,3100,1.0660493,1.5133775,1.0,1.7404581567580817,0.8502489526569844,0.429444382118682,0.5027746459345023
32,alpha_1.5_temp_0.5,1.5,0.5,43,3200,1.0536147,1.5200489,1.0,1.7510512145681414,0.8500315597901742,0.43240029079218695,0.49618770664433637
33,alpha_1.5_temp_0.5,1.5,0.5,43,3300,1.0464984,1.518312,1.0,1.7594460560177223,0.85061078538994,0.43457175556321936,0.5039859392742315
34,alpha_1.5_temp_0.5,1.5,0.5,43,3400,1.035853,1.522606,1.0,1.7560614895020874,0.8501997707088788,0.43126974277446667,0.5015923432807128
35,alpha_1.5_temp_0.5,1.5,0.5,43,3500,1.0277624,1.5251018,1.0,1.7603855835165279,0.848869601815939,0.4341610788181424,0.4934340129196644
36,alpha_1.5_temp_0.5,1.5,0.5,43,3600,1.015015,1.5230604,1.0,1.7454867480361724,0.8499564070353905,0.42916418331613143,0.4899991202354432
37,alpha_1.5_temp_0.5,1.5,0.5,43,3700,1.0046427,1.5371858,1.0,1.764577742317001,0.8488928276350102,0.4331464272812009,0.49125648948053513
38,alpha_1.5_temp_0.5,1.5,0.5,43,3800,0.99358076,1.5463153,1.0,1.7685395901196148,0.8491580593188605,0.43537740218391024,0.5011618040204048
39,alpha_1.5_temp_0.5,1.5,0.5,43,3900,0.9857805,1.5491805,1.0,1.7723657936501394,0.8484258327633144,0.4360972915713985,0.4935197938233615
40,alpha_1.5_temp_0.5,1.5,0.5,43,4000,0.9777112,1.5486609,1.0,1.7593840156195675,0.8485704129238923,0.43405601274222133,0.4926224743425846
41,alpha_1.5_temp_0.5,1.5,0.5,43,4100,0.96291614,1.5484239,1.0,1.75083141967331,0.8492382549246154,0.4313155651887257,0.49090329491595425
42,alpha_1.5_temp_0.5,1.5,0.5,43,4200,0.9558771,1.5693867,1.0,1.7634008984427656,0.8488348531375328,0.43461582933614656,0.48972541456917923
43,alpha_1.5_temp_0.5,1.5,0.5,43,4300,0.94744843,1.5651726,1.0,1.7458124614211126,0.8493438592304785,0.42995051380495236,0.48702948778867733
44,alpha_1.5_temp_0.5,1.5,0.5,43,4400,0.9373346,1.5866383,1.0,1.7396125153485602,0.8476006095508734,0.42846141891678174,0.48132624324162804
45,alpha_1.5_temp_0.5,1.5,0.5,43,4500,0.92698455,1.5891023,1.0,1.7467951713507013,0.8473959230979284,0.428650018212696,0.48118450280527275
46,alpha_1.5_temp_0.5,1.5,0.5,43,4600,0.91675234,1.5928957,1.0,1.7614521534314038,0.8472003274261951,0.43091190866629275,0.4825055475980044
47,alpha_1.5_temp_0.5,1.5,0.5,43,4700,0.90598154,1.6060854,1.0,1.7579284322857134,0.8470078986982505,0.42852821221823484,0.4824541076868772
48,alpha_1.5_temp_0.5,1.5,0.5,43,4800,0.89825654,1.6076988,1.0,1.7611530813026477,0.846470137660702,0.4301696626394988,0.4765191865712404
49,alpha_1.5_temp_0.5,1.5,0.5,43,4900,0.88894916,1.612099,1.0,1.7541894139098464,0.8471668296506008,0.4316134742386639,0.4833854081332684
50,alpha_1.5_temp_0.5,1.5,0.5,43,4999,0.8781022,1.6284773,1.0,1.7470597207375718,0.8467225906898578,0.42666770191739006,0.473882608667016
51,alpha_1.5_temp_0.5,1.5,0.5,44,0,4.29086,4.291706,1.0,1.2957661387870945,0.6247880818446477,0.16016223318129777,0.32643768875300877
52,alpha_1.5_temp_0.5,1.5,0.5,44,100,2.4385726,2.456411,1.0,1.5845971299664896,0.8645958226919174,0.3316012403567632,0.4719297293424607
53,alpha_1.5_temp_0.5,1.5,0.5,44,200,2.2059546,2.243033,1.0,1.4763520131224712,0.8326349447568258,0.29819192363570135,0.4028109471698602
54,alpha_1.5_temp_0.5,1.5,0.5,44,300,1.9596567,2.0517676,1.0,1.6290529239025204,0.8438683117032051,0.34217783584694067,0.4255793537149826
55,alpha_1.5_temp_0.5,1.5,0.5,44,400,1.7582603,1.9014997,1.0,1.6395436101082714,0.8486102762619655,0.3360820797805985,0.412091162348787
56,alpha_1.5_temp_0.5,1.5,0.5,44,500,1.6318827,1.8010964,1.0,1.6874165554783283,0.8499186299244563,0.3510918510382374,0.41741923063993464
57,alpha_1.5_temp_0.5,1.5,0.5,44,600,1.5460151,1.7426728,1.0,1.6631379531964725,0.8471412119070688,0.3455550249715646,0.41031470140318077
58,alpha_1.5_temp_0.5,1.5,0.5,44,700,1.4799607,1.6848296,1.0,1.6423207679033964,0.8454549894233544,0.34377640393624703,0.4127058364053567
59,alpha_1.5_temp_0.5,1.5,0.5,44,800,1.434876,1.6384962,1.0,1.6387858268116469,0.8457136791745822,0.3315707164692382,0.3996957486271859
60,alpha_1.5_temp_0.5,1.5,0.5,44,900,1.3957242,1.6088873,1.0,1.6494257083244805,0.843866942812999,0.3432276317775249,0.4086071144044399
61,alpha_1.5_temp_0.5,1.5,0.5,44,1000,1.3646047,1.583698,1.0,1.6504914905621746,0.8418759966790677,0.33988413581003746,0.4041158036192258
62,alpha_1.5_temp_0.5,1.5,0.5,44,1100,1.3409321,1.5678552,1.0,1.6472154303609148,0.8410879394710064,0.3385715321935714,0.4011026132851839
63,alpha_1.5_temp_0.5,1.5,0.5,44,1200,1.3173865,1.5574938,1.0,1.6093873099639124,0.8424212118784586,0.3287448597674569,0.3963363290776809
64,alpha_1.5_temp_0.5,1.5,0.5,44,1300,1.2971948,1.5413914,1.0,1.6412327599963812,0.8415879187583922,0.3372903839840243,0.39348835241297886
65,alpha_1.5_temp_0.5,1.5,0.5,44,1400,1.277296,1.5244564,1.0,1.6371936071639255,0.8408530699610711,0.3329785144838194,0.3955371114859978
66,alpha_1.5_temp_0.5,1.5,0.5,44,1500,1.2613238,1.5169885,1.0,1.6231115003842789,0.8404564897914728,0.3303671282225599,0.39117762163281444
67,alpha_1.5_temp_0.5,1.5,0.5,44,1600,1.2466211,1.517439,1.0,1.6508840140750325,0.8410934777657192,0.33767151853380106,0.3983041087289651
68,alpha_1.5_temp_0.5,1.5,0.5,44,1700,1.2317592,1.5108721,1.0,1.628123370898123,0.8395447466472784,0.3278051628523196,0.38913326723376906
69,alpha_1.5_temp_0.5,1.5,0.5,44,1800,1.2181284,1.5017973,1.0,1.6073689530261408,0.8404050975541275,0.32291952849552036,0.39128552266955374
70,alpha_1.5_temp_0.5,1.5,0.5,44,1900,1.2079792,1.4980303,1.0,1.612880398910893,0.84180714092652,0.32400400114587197,0.39464993228514994
71,alpha_1.5_temp_0.5,1.5,0.5,44,2000,1.1936746,1.4980044,1.0,1.6258667846223764,0.839896342287461,0.32761363235209134,0.38416492682695386
72,alpha_1.5_temp_0.5,1.5,0.5,44,2100,1.1827651,1.4977932,1.0,1.6360273731877888,0.8399357565144698,0.3329972802180176,0.3873072420358658
73,alpha_1.5_temp_0.5,1.5,0.5,44,2200,1.1744089,1.4953222,1.0,1.6272044031584547,0.8405516971250376,0.33226257417614885,0.39174746711055447
74,alpha_1.5_temp_0.5,1.5,0.5,44,2300,1.1623638,1.4950097,1.0,1.6190281351080518,0.8385601369390886,0.3293096852299447,0.3824495914826791
75,alpha_1.5_temp_0.5,1.5,0.5,44,2400,1.1505845,1.4951774,1.0,1.606799290901644,0.8394168679912886,0.3218605331367192,0.38218911556899543
76,alpha_1.5_temp_0.5,1.5,0.5,44,2500,1.1395379,1.4950699,1.0,1.623761636195125,0.8388741759459178,0.33155426382351044,0.3796151744772991
77,alpha_1.5_temp_0.5,1.5,0.5,44,2600,1.1268243,1.4974873,1.0,1.6060755563231963,0.839683087905248,0.32305154962232335,0.38302608489990236
78,alpha_1.5_temp_0.5,1.5,0.5,44,2700,1.1192054,1.4955251,1.0,1.6225925064297269,0.83835618194441,0.3308387819384225,0.3805689358810584
79,alpha_1.5_temp_0.5,1.5,0.5,44,2800,1.1088356,1.5016255,1.0,1.6082374961269232,0.8385557033270598,0.3264784618729415,0.3786642642468214
80,alpha_1.5_temp_0.5,1.5,0.5,44,2900,1.0956594,1.5059419,1.0,1.6127913143923587,0.8383375658094884,0.32936916048095255,0.38044774113595486
81,alpha_1.5_temp_0.5,1.5,0.5,44,3000,1.0886681,1.5137378,1.0,1.624791344967843,0.8377880105475586,0.3310463767928692,0.3780759836733341
82,alpha_1.5_temp_0.5,1.5,0.5,44,3100,1.0766423,1.5066463,1.0,1.6094373878025967,0.8382756344079971,0.32785901145155855,0.3779063333968322
83,alpha_1.5_temp_0.5,1.5,0.5,44,3200,1.0680661,1.5097748,1.0,1.6292320809000131,0.8377218077729145,0.3314337177897493,0.37712315741181374
84,alpha_1.5_temp_0.5,1.5,0.5,44,3300,1.056281,1.520527,1.0,1.6199624545545104,0.8374791173934937,0.3254145459361995,0.3741971666266521
85,alpha_1.5_temp_0.5,1.5,0.5,44,3400,1.0453736,1.5150763,1.0,1.5966677908914946,0.8392124145726362,0.32377220510008436,0.37091335851450763
86,alpha_1.5_temp_0.5,1.5,0.5,44,3500,1.0380691,1.5249658,1.0,1.6110588826245804,0.8393701881965002,0.3270280409627594,0.37235078466931976
87,alpha_1.5_temp_0.5,1.5,0.5,44,3600,1.0266143,1.5302868,1.0,1.6062639121515694,0.8382691873461008,0.32853493059488637,0.37154618947704626
88,alpha_1.5_temp_0.5,1.5,0.5,44,3700,1.0172884,1.5340356,1.0,1.6123123133230017,0.8376507901052634,0.3283385115731508,0.36818442395329476
89,alpha_1.5_temp_0.5,1.5,0.5,44,3800,1.0066148,1.5424913,1.0,1.6228161668238854,0.8379537518769503,0.3311473293329279,0.364176305587093
90,alpha_1.5_temp_0.5,1.5,0.5,44,3900,0.9963971,1.55277,1.0,1.6240951414899432,0.8380931748400132,0.3277810042832668,0.3695015261818965
91,alpha_1.5_temp_0.5,1.5,0.5,44,4000,0.9852662,1.5553808,1.0,1.6173875932748019,0.838092014854153,0.32890093196136877,0.37291090578089153
92,alpha_1.5_temp_0.5,1.5,0.5,44,4100,0.97613,1.5535144,1.0,1.6176829238526949,0.8370623575250308,0.32916764941671867,0.37095266136278715
93,alpha_1.5_temp_0.5,1.5,0.5,44,4200,0.9671662,1.5647388,1.0,1.6294137308820804,0.8368756293853123,0.3303689399502861,0.3688290780012806
94,alpha_1.5_temp_0.5,1.5,0.5,44,4300,0.9574273,1.5796428,1.0,1.6025334562432867,0.8365028104384741,0.32544249776595585,0.3617935141175985
95,alpha_1.5_temp_0.5,1.5,0.5,44,4400,0.9458404,1.5803976,1.0,1.60403260261214,0.8366482022255659,0.32663129051658324,0.3646900228311618
96,alpha_1.5_temp_0.5,1.5,0.5,44,4500,0.9344567,1.5967416,1.0,1.5972813484665416,0.8370667658795914,0.32618504933066045,0.3585163577869534
