,model_key,alpha,temperature,seed,iter,loss_train,loss_val,Expert Utilization,Load Imbalance Ratio,Routing Concentration,Expert Load Variation,Routing Probability CV
0,alpha_2.5_temp_0.5,2.5,0.5,43,0,4.344701,4.345321,1.0,1.5907034746278157,0.8291653396884601,0.3201885433892409,0.4032788049081961
1,alpha_2.5_temp_0.5,2.5,0.5,43,100,2.447819,2.4691148,1.0,2.198942751351283,0.974524850487709,0.6314235718250275,0.6455199580391248
2,alpha_2.5_temp_0.5,2.5,0.5,43,200,2.2367346,2.270552,1.0,2.165478802137594,0.9765500800609589,0.6359187725484371,0.6435275481243928
3,alpha_2.5_temp_0.5,2.5,0.5,43,300,2.005745,2.0868866,1.0,2.168576787579204,0.9783563704888025,0.637522219479084,0.644501605818669
4,alpha_2.5_temp_0.5,2.5,0.5,43,400,1.8000786,1.9329872,1.0,2.240145561669164,0.9792548254132272,0.6599832683602969,0.654158112615347
5,alpha_2.5_temp_0.5,2.5,0.5,43,500,1.6577684,1.8211538,1.0,2.268974763585931,0.9803129491806031,0.667235778828462,0.6568008645276229
6,alpha_2.5_temp_0.5,2.5,0.5,43,600,1.570387,1.7477931,1.0,2.302454533549026,0.9806993504961331,0.6764438193241755,0.6625092544655006
7,alpha_2.5_temp_0.5,2.5,0.5,43,700,1.5028435,1.6917574,1.0,2.342263598342125,0.9779488332668941,0.6887555231750011,0.6736289662619432
8,alpha_2.5_temp_0.5,2.5,0.5,43,800,1.4552387,1.6563355,1.0,2.351145821403183,0.9765040618578592,0.6912325579325359,0.6784039747615654
9,alpha_2.5_temp_0.5,2.5,0.5,43,900,1.4153969,1.6216539,1.0,2.3752340687907174,0.9767952039440474,0.696876336445411,0.6786399630705516
10,alpha_2.5_temp_0.5,2.5,0.5,43,1000,1.3817794,1.5980096,1.0,2.411639074385249,0.9735745419462521,0.7087264224290849,0.702503915955623
11,alpha_2.5_temp_0.5,2.5,0.5,43,1100,1.3541391,1.57851,1.0,2.4090690170562965,0.9723543958465258,0.7083312489688396,0.6992416515847047
12,alpha_2.5_temp_0.5,2.5,0.5,43,1200,1.3314313,1.5647423,1.0,2.40788888290328,0.9713430508971214,0.7082192608614761,0.6959973151385784
13,alpha_2.5_temp_0.5,2.5,0.5,43,1300,1.310711,1.548127,1.0,2.4287945681664453,0.9688785404761632,0.7147690594494343,0.7031789583861828
14,alpha_2.5_temp_0.5,2.5,0.5,43,1400,1.2927027,1.5395695,1.0,2.4643948115539165,0.9691943862040837,0.7268935864766438,0.7353015720844268
15,alpha_2.5_temp_0.5,2.5,0.5,43,1500,1.2738984,1.5282102,1.0,2.4459877654567865,0.9655439759492874,0.7208248808284602,0.7166292919615905
16,alpha_2.5_temp_0.5,2.5,0.5,43,1600,1.2623993,1.5329695,1.0,2.451799063807574,0.9631982234319051,0.7238884782592456,0.7314097763299942
17,alpha_2.5_temp_0.5,2.5,0.5,43,1700,1.2481437,1.5203452,1.0,2.4484855607126836,0.9638950762748718,0.7199588234821955,0.7177423601150513
18,alpha_2.5_temp_0.5,2.5,0.5,43,1800,1.2340337,1.5064479,1.0,2.4590519397528046,0.9602143708666165,0.7259209012190501,0.7283289032280446
19,alpha_2.5_temp_0.5,2.5,0.5,43,1900,1.2237383,1.5080627,1.0,2.4626247790491274,0.9613951587875684,0.7273889983594417,0.739860269467036
20,alpha_2.5_temp_0.5,2.5,0.5,43,2000,1.2110351,1.5091939,1.0,2.458201180894806,0.9561965473294257,0.7284240614374479,0.7208138645092647
21,alpha_2.5_temp_0.5,2.5,0.5,43,2100,1.2003864,1.5028995,1.0,2.4583334803364205,0.9553578072388967,0.7283459772268932,0.7264569647411506
22,alpha_2.5_temp_0.5,2.5,0.5,43,2200,1.1880037,1.5033784,1.0,2.4641360623695134,0.9539937185247739,0.7311345816453297,0.7276493552724522
23,alpha_2.5_temp_0.5,2.5,0.5,43,2300,1.1792285,1.4963814,1.0,2.4596710072105474,0.9540653307040531,0.728868304113547,0.7290971549252668
24,alpha_2.5_temp_0.5,2.5,0.5,43,2400,1.1682352,1.4947917,1.0,2.468791430083994,0.9571688684026399,0.7341640352805455,0.7506806199749311
25,alpha_2.5_temp_0.5,2.5,0.5,43,2500,1.1572646,1.501462,1.0,2.4526618914212963,0.9492669852375983,0.7270308266679445,0.7392542549967765
26,alpha_2.5_temp_0.5,2.5,0.5,43,2600,1.149032,1.5031214,1.0,2.4742913534040096,0.9525390812953315,0.7338529052635034,0.7589341491560142
27,alpha_2.5_temp_0.5,2.5,0.5,43,2700,1.1392988,1.5001099,1.0,2.4696000456595684,0.9512509043812752,0.7319793694714706,0.7513839122553666
28,alpha_2.5_temp_0.5,2.5,0.5,43,2800,1.1322439,1.5058726,1.0,2.474953823848162,0.9490578982631367,0.7354531211455663,0.7483228032886983
29,alpha_2.5_temp_0.5,2.5,0.5,43,2900,1.1237351,1.5036305,1.0,2.4892629794486387,0.9504309759537378,0.7392710037330786,0.7585998495519162
30,alpha_2.5_temp_0.5,2.5,0.5,43,3000,1.1115811,1.5000197,1.0,2.5091805883100697,0.9467309510111809,0.7477515160739423,0.7680734810431797
31,alpha_2.5_temp_0.5,2.5,0.5,43,3100,1.1041472,1.5096942,1.0,2.5179100968937473,0.9466194500525793,0.7507867372632026,0.7785167605082194
32,alpha_2.5_temp_0.5,2.5,0.5,43,3200,1.0935278,1.5127195,1.0,2.52709832897965,0.9463958461682002,0.7559763692915439,0.7810893382827441
33,alpha_2.5_temp_0.5,2.5,0.5,43,3300,1.0871596,1.5074025,1.0,2.5327223621592307,0.9426965392033259,0.7546144023636977,0.7852343716820082
34,alpha_2.5_temp_0.5,2.5,0.5,43,3400,1.077344,1.5082175,1.0,2.5345342997633544,0.9452372609575589,0.7555699857175351,0.7945781630376975
35,alpha_2.5_temp_0.5,2.5,0.5,43,3500,1.0678135,1.5188233,1.0,2.549350751285638,0.9469034729997317,0.7616253027021885,0.7992819618284703
36,alpha_2.5_temp_0.5,2.5,0.5,43,3600,1.0615524,1.5147845,1.0,2.513809690242312,0.9432892780105274,0.7503654143214226,0.7700192799667517
37,alpha_2.5_temp_0.5,2.5,0.5,43,3700,1.0498371,1.5306821,1.0,2.532185036557181,0.9432852517763775,0.7557466100454331,0.7906226533651352
38,alpha_2.5_temp_0.5,2.5,0.5,43,3800,1.0427072,1.5280118,1.0,2.540090563440885,0.9393483385245006,0.7582488341331483,0.7892073307534059
39,alpha_2.5_temp_0.5,2.5,0.5,43,3900,1.0351592,1.5344043,1.0,2.549041869545213,0.9412666824261349,0.7626145058870315,0.7920536668598652
40,alpha_2.5_temp_0.5,2.5,0.5,43,4000,1.0268315,1.5350838,1.0,2.5436329206011727,0.9408718146483103,0.7581176058451335,0.7918509585857393
41,alpha_2.5_temp_0.5,2.5,0.5,43,4100,1.0175632,1.5368981,1.0,2.5425685898772357,0.939237481077512,0.7605767432053884,0.7905212784409524
