,model_key,alpha,temperature,seed,iter,loss_train,loss_val,Expert Utilization,Load Imbalance Ratio,Routing Concentration,Expert Load Variation,Routing Probability CV
0,alpha_1.5_temp_0.5,1.5,0.5,42,0,4.257001,4.257561,1.0,1.2476259107060241,0.6313543003996213,0.1422875913803776,0.27471170832216735
1,alpha_1.5_temp_0.5,1.5,0.5,42,100,2.4420507,2.4592135,1.0,1.633214329010688,0.8622429190079371,0.3927158134778341,0.5087785709202289
2,alpha_1.5_temp_0.5,1.5,0.5,42,200,2.2167666,2.2545037,1.0,1.631005727809255,0.8698694815039635,0.36728175898889703,0.4826981773177783
3,alpha_1.5_temp_0.5,1.5,0.5,42,300,1.959537,2.0479724,1.0,1.6532671916671162,0.8798920838435492,0.3839127700080474,0.47280449872215585
4,alpha_1.5_temp_0.5,1.5,0.5,42,400,1.7588326,1.8992822,1.0,1.6762339693783364,0.8760674112439156,0.3890766820112865,0.47277741678555807
5,alpha_1.5_temp_0.5,1.5,0.5,42,500,1.6272129,1.8047656,1.0,1.6596903080701582,0.8752699557741482,0.3867039668634534,0.47275800506273896
6,alpha_1.5_temp_0.5,1.5,0.5,42,600,1.539343,1.7232368,1.0,1.6875509729781513,0.868268475741148,0.3934019707565506,0.47153689671556154
7,alpha_1.5_temp_0.5,1.5,0.5,42,700,1.4738375,1.6661423,1.0,1.6967713427154267,0.8636242769857247,0.39998398282378905,0.4742250486711661
8,alpha_1.5_temp_0.5,1.5,0.5,42,800,1.4261009,1.6278346,1.0,1.6867364575584165,0.8611195626457532,0.39821836352845036,0.4674851617266735
9,alpha_1.5_temp_0.5,1.5,0.5,42,900,1.3898457,1.6027888,1.0,1.6897000834732772,0.8601194726030031,0.38877640693386395,0.4665954559842745
10,alpha_1.5_temp_0.5,1.5,0.5,42,1000,1.3632756,1.5753531,1.0,1.7017752706794056,0.8581257981459299,0.3926651592962444,0.46245430791874725
11,alpha_1.5_temp_0.5,1.5,0.5,42,1100,1.3327563,1.5567558,1.0,1.6993339158200922,0.8578806059062482,0.38998565379033484,0.4620749980310599
12,alpha_1.5_temp_0.5,1.5,0.5,42,1200,1.308217,1.5333267,1.0,1.6955831018293075,0.8544683341383933,0.39191069207588836,0.4645543259034554
13,alpha_1.5_temp_0.5,1.5,0.5,42,1300,1.2874765,1.5269557,1.0,1.6972298086419009,0.8533692408204079,0.3865267366915941,0.45917999389767655
14,alpha_1.5_temp_0.5,1.5,0.5,42,1400,1.2717024,1.5110481,1.0,1.6984047714278148,0.8527491782605647,0.39252130476261177,0.4643485398590565
15,alpha_1.5_temp_0.5,1.5,0.5,42,1500,1.2546959,1.5038805,1.0,1.680227708997181,0.85310767275095,0.3855509630690019,0.4586968647837639
16,alpha_1.5_temp_0.5,1.5,0.5,42,1600,1.2391241,1.5014031,1.0,1.7034723065296962,0.853000707825025,0.3921699895970523,0.4590659891019264
17,alpha_1.5_temp_0.5,1.5,0.5,42,1700,1.2270476,1.498762,1.0,1.6859098373605041,0.851636737604936,0.39028871372528373,0.45411418734987574
18,alpha_1.5_temp_0.5,1.5,0.5,42,1800,1.2121897,1.4915484,1.0,1.697188530779928,0.8507921437819799,0.39293612190832694,0.4589095722486575
19,alpha_1.5_temp_0.5,1.5,0.5,42,1900,1.201423,1.4934545,1.0,1.7075304175390282,0.8504895945588747,0.3935291255690778,0.45439976113537944
20,alpha_1.5_temp_0.5,1.5,0.5,42,2000,1.1877788,1.4918076,1.0,1.714338178876955,0.8489645943244298,0.3951306075118482,0.46069564089675746
21,alpha_1.5_temp_0.5,1.5,0.5,42,2100,1.1765256,1.4855679,1.0,1.6971443804997974,0.8493780764440696,0.3917183173457161,0.4536677572031816
22,alpha_1.5_temp_0.5,1.5,0.5,42,2200,1.1639374,1.4819068,1.0,1.7103994256197803,0.8489477205375829,0.3978977092678348,0.45604239634176097
